Date,Brand_and_Source,Net Sentiment
2019-10-27,TIK 21D Digital Article Sentiment,1.581
2019-10-26,TIK 21D Digital Article Sentiment,1.613
2019-10-25,TIK 21D Digital Article Sentiment,1.595
2019-10-24,TIK 21D Digital Article Sentiment,1.596
2019-10-23,TIK 21D Digital Article Sentiment,1.515
2019-10-22,TIK 21D Digital Article Sentiment,1.349
2019-10-21,TIK 21D Digital Article Sentiment,1.479
2019-10-20,TIK 21D Digital Article Sentiment,1.475
2019-10-19,TIK 21D Digital Article Sentiment,1.266
2019-10-18,TIK 21D Digital Article Sentiment,1.278
2019-10-17,TIK 21D Digital Article Sentiment,1.260
2019-10-16,TIK 21D Digital Article Sentiment,1.199
2019-10-15,TIK 21D Digital Article Sentiment,1.350
2019-10-14,TIK 21D Digital Article Sentiment,1.404
2019-10-13,TIK 21D Digital Article Sentiment,1.490
2019-10-11,TIK 21D Digital Article Sentiment,1.490
2019-10-10,TIK 21D Digital Article Sentiment,1.522
2019-10-09,TIK 21D Digital Article Sentiment,1.544
2019-10-08,TIK 21D Digital Article Sentiment,1.508
2019-10-07,TIK 21D Digital Article Sentiment,1.420
2019-10-06,TIK 21D Digital Article Sentiment,1.441
2019-10-05,TIK 21D Digital Article Sentiment,1.401
2019-10-04,TIK 21D Digital Article Sentiment,1.422
2019-10-03,TIK 21D Digital Article Sentiment,1.442
2019-10-02,TIK 21D Digital Article Sentiment,1.554
2019-10-01,TIK 21D Digital Article Sentiment,1.735
2019-09-30,TIK 21D Digital Article Sentiment,1.854
2019-09-29,TIK 21D Digital Article Sentiment,1.820
2019-09-28,TIK 21D Digital Article Sentiment,1.650
2019-09-27,TIK 21D Digital Article Sentiment,1.885
2019-09-26,TIK 21D Digital Article Sentiment,1.667
2019-09-25,TIK 21D Digital Article Sentiment,1.755
2019-09-24,TIK 21D Digital Article Sentiment,1.883
2019-09-23,TIK 21D Digital Article Sentiment,1.784
2019-09-22,TIK 21D Digital Article Sentiment,1.819
2019-09-21,TIK 21D Digital Article Sentiment,1.597
2019-09-20,TIK 21D Digital Article Sentiment,1.642
2019-09-19,TIK 21D Digital Article Sentiment,1.589
2019-09-18,TIK 21D Digital Article Sentiment,1.623
2019-09-17,TIK 21D Digital Article Sentiment,1.611
2019-09-13,TIK 21D Digital Article Sentiment,1.715
2019-09-12,TIK 21D Digital Article Sentiment,1.666
2019-09-11,TIK 21D Digital Article Sentiment,1.700
2019-09-10,TIK 21D Digital Article Sentiment,1.687
2019-09-09,TIK 21D Digital Article Sentiment,1.632
2019-09-07,TIK 21D Digital Article Sentiment,1.613
2019-09-06,TIK 21D Digital Article Sentiment,1.525
2019-09-05,TIK 21D Digital Article Sentiment,1.535
2019-09-04,TIK 21D Digital Article Sentiment,1.365
2019-09-03,TIK 21D Digital Article Sentiment,1.461
2019-09-01,TIK 21D Digital Article Sentiment,1.442
2019-08-31,TIK 21D Digital Article Sentiment,1.712
2019-08-30,TIK 21D Digital Article Sentiment,1.648
2019-08-29,TIK 21D Digital Article Sentiment,1.674
2019-08-27,TIK 21D Digital Article Sentiment,1.466
2019-08-25,TIK 21D Digital Article Sentiment,1.379
2019-08-24,TIK 21D Digital Article Sentiment,1.521
2019-08-23,TIK 21D Digital Article Sentiment,1.531
2019-08-22,TIK 21D Digital Article Sentiment,1.539
2019-08-21,TIK 21D Digital Article Sentiment,1.610
2019-08-20,TIK 21D Digital Article Sentiment,1.741
2019-08-19,TIK 21D Digital Article Sentiment,1.755
2019-08-18,TIK 21D Digital Article Sentiment,1.592
2019-08-16,TIK 21D Digital Article Sentiment,1.568
2019-08-15,TIK 21D Digital Article Sentiment,1.423
2019-08-14,TIK 21D Digital Article Sentiment,1.446
2019-08-13,TIK 21D Digital Article Sentiment,1.432
2019-08-12,TIK 21D Digital Article Sentiment,1.540
2019-08-10,TIK 21D Digital Article Sentiment,1.519
2019-08-09,TIK 21D Digital Article Sentiment,1.627
2019-08-08,TIK 21D Digital Article Sentiment,1.649
2019-08-07,TIK 21D Digital Article Sentiment,1.585
2019-08-06,TIK 21D Digital Article Sentiment,1.537
2019-08-05,TIK 21D Digital Article Sentiment,1.500
2019-08-04,TIK 21D Digital Article Sentiment,1.452
2019-08-03,TIK 21D Digital Article Sentiment,1.674
2019-08-02,TIK 21D Digital Article Sentiment,1.662
2019-08-01,TIK 21D Digital Article Sentiment,1.718
2019-07-31,TIK 21D Digital Article Sentiment,1.697
2019-07-30,TIK 21D Digital Article Sentiment,1.856
2019-07-29,TIK 21D Digital Article Sentiment,1.777
2019-07-28,TIK 21D Digital Article Sentiment,1.599
2019-07-27,TIK 21D Digital Article Sentiment,1.504
2019-07-26,TIK 21D Digital Article Sentiment,1.496
2019-07-25,TIK 21D Digital Article Sentiment,1.426
2019-07-24,TIK 21D Digital Article Sentiment,1.500
2019-07-23,TIK 21D Digital Article Sentiment,1.343
2019-07-22,TIK 21D Digital Article Sentiment,1.258
2019-07-21,TIK 21D Digital Article Sentiment,1.175
2019-07-20,TIK 21D Digital Article Sentiment,1.083
2019-07-19,TIK 21D Digital Article Sentiment,1.140
2019-07-18,TIK 21D Digital Article Sentiment,1.050
2019-07-17,TIK 21D Digital Article Sentiment,1.073
2019-07-16,TIK 21D Digital Article Sentiment,1.089
2019-07-15,TIK 21D Digital Article Sentiment,1.162
2019-07-14,TIK 21D Digital Article Sentiment,1.083
2019-07-13,TIK 21D Digital Article Sentiment,0.884
2019-07-12,TIK 21D Digital Article Sentiment,0.884
2019-07-11,TIK 21D Digital Article Sentiment,0.830
2019-07-10,TIK 21D Digital Article Sentiment,0.804
2019-07-09,TIK 21D Digital Article Sentiment,0.585
2019-07-08,TIK 21D Digital Article Sentiment,0.593
2019-07-07,TIK 21D Digital Article Sentiment,0.491
2019-07-05,TIK 21D Digital Article Sentiment,0.586
2019-07-04,TIK 21D Digital Article Sentiment,0.468
2019-07-03,TIK 21D Digital Article Sentiment,0.607
2019-07-02,TIK 21D Digital Article Sentiment,0.718
2019-07-01,TIK 21D Digital Article Sentiment,0.833
2019-06-30,TIK 21D Digital Article Sentiment,0.799
2019-06-29,TIK 21D Digital Article Sentiment,0.767
2019-06-28,TIK 21D Digital Article Sentiment,0.846
2019-06-27,TIK 21D Digital Article Sentiment,0.761
2019-06-26,TIK 21D Digital Article Sentiment,0.713
2019-06-25,TIK 21D Digital Article Sentiment,0.720
2019-06-24,TIK 21D Digital Article Sentiment,0.680
2019-06-23,TIK 21D Digital Article Sentiment,0.744
2019-06-22,TIK 21D Digital Article Sentiment,0.797
2019-06-21,TIK 21D Digital Article Sentiment,0.916
2019-06-20,TIK 21D Digital Article Sentiment,0.870
2019-06-19,TIK 21D Digital Article Sentiment,0.908
2019-06-18,TIK 21D Digital Article Sentiment,0.945
2019-06-17,TIK 21D Digital Article Sentiment,1.157
2019-06-16,TIK 21D Digital Article Sentiment,1.147
2019-06-14,TIK 21D Digital Article Sentiment,1.408
2019-06-13,TIK 21D Digital Article Sentiment,1.415
2019-06-12,TIK 21D Digital Article Sentiment,1.527
2019-06-08,TIK 21D Digital Article Sentiment,1.495
2019-06-07,TIK 21D Digital Article Sentiment,1.469
2019-06-04,TIK 21D Digital Article Sentiment,1.580
2019-06-03,TIK 21D Digital Article Sentiment,1.722
2019-06-02,TIK 21D Digital Article Sentiment,1.595
2019-06-01,TIK 21D Digital Article Sentiment,1.468
2019-05-31,TIK 21D Digital Article Sentiment,1.508
2019-05-30,TIK 21D Digital Article Sentiment,1.714
2019-05-29,TIK 21D Digital Article Sentiment,1.782
2019-05-28,TIK 21D Digital Article Sentiment,1.711
2019-05-27,TIK 21D Digital Article Sentiment,1.453
2019-05-26,TIK 21D Digital Article Sentiment,1.453
2019-05-25,TIK 21D Digital Article Sentiment,1.491
2019-05-24,TIK 21D Digital Article Sentiment,1.457
2019-05-23,TIK 21D Digital Article Sentiment,1.463
2019-05-22,TIK 21D Digital Article Sentiment,1.425
2019-05-21,TIK 21D Digital Article Sentiment,1.187
2019-05-20,TIK 21D Digital Article Sentiment,1.211
2019-05-17,TIK 21D Digital Article Sentiment,0.957
2019-05-16,TIK 21D Digital Article Sentiment,0.902
2019-05-14,TIK 21D Digital Article Sentiment,1.061
2019-05-13,TIK 21D Digital Article Sentiment,1.068
2019-05-12,TIK 21D Digital Article Sentiment,1.042
2019-05-11,TIK 21D Digital Article Sentiment,0.933
2019-05-10,TIK 21D Digital Article Sentiment,0.809
2019-05-09,TIK 21D Digital Article Sentiment,0.880
2019-05-08,TIK 21D Digital Article Sentiment,0.795
2019-05-07,TIK 21D Digital Article Sentiment,0.846
2019-05-04,TIK 21D Digital Article Sentiment,0.789
2019-05-03,TIK 21D Digital Article Sentiment,0.659
2019-05-01,TIK 21D Digital Article Sentiment,0.763
2019-04-30,TIK 21D Digital Article Sentiment,0.905
2019-04-29,TIK 21D Digital Article Sentiment,0.844
2019-04-28,TIK 21D Digital Article Sentiment,0.917
2019-04-26,TIK 21D Digital Article Sentiment,0.917
2019-04-25,TIK 21D Digital Article Sentiment,0.956
2019-04-24,TIK 21D Digital Article Sentiment,1.005
2019-04-23,TIK 21D Digital Article Sentiment,1.025
2019-04-22,TIK 21D Digital Article Sentiment,1.017
2019-04-21,TIK 21D Digital Article Sentiment,1.231
2019-04-20,TIK 21D Digital Article Sentiment,1.311
2019-04-19,TIK 21D Digital Article Sentiment,1.208
2019-04-18,TIK 21D Digital Article Sentiment,1.232
2019-04-17,TIK 21D Digital Article Sentiment,1.160
2019-04-16,TIK 21D Digital Article Sentiment,1.099
2019-04-15,TIK 21D Digital Article Sentiment,1.080
2019-04-14,TIK 21D Digital Article Sentiment,1.059
2019-04-13,TIK 21D Digital Article Sentiment,1.162
2019-04-12,TIK 21D Digital Article Sentiment,1.039
2019-04-11,TIK 21D Digital Article Sentiment,0.985
2019-04-10,TIK 21D Digital Article Sentiment,0.958
2019-04-09,TIK 21D Digital Article Sentiment,0.819
2019-04-08,TIK 21D Digital Article Sentiment,0.729
2019-04-07,TIK 21D Digital Article Sentiment,0.685
2019-04-06,TIK 21D Digital Article Sentiment,0.494
2019-04-05,TIK 21D Digital Article Sentiment,0.415
2019-04-04,TIK 21D Digital Article Sentiment,0.268
2019-04-03,TIK 21D Digital Article Sentiment,0.177
2019-04-01,TIK 21D Digital Article Sentiment,0.216
2019-03-31,TIK 21D Digital Article Sentiment,0.177
2019-03-30,TIK 21D Digital Article Sentiment,-0.034
2019-03-29,TIK 21D Digital Article Sentiment,-0.205
2019-03-28,TIK 21D Digital Article Sentiment,-0.221
2019-03-27,TIK 21D Digital Article Sentiment,-0.300
2019-03-25,TIK 21D Digital Article Sentiment,-0.164
2019-03-25,TIK 21D Digital Article Sentiment,0.006
2019-03-25,TIK 21D Digital Article Sentiment,-0.164
2019-03-25,TIK 21D Digital Article Sentiment,0.006
2019-03-22,TIK 21D Digital Article Sentiment,0.054
2019-03-22,TIK 21D Digital Article Sentiment,0.131
2019-03-22,TIK 21D Digital Article Sentiment,0.054
2019-03-22,TIK 21D Digital Article Sentiment,0.131
2019-03-21,TIK 21D Digital Article Sentiment,0.161
2019-03-21,TIK 21D Digital Article Sentiment,0.113
2019-03-21,TIK 21D Digital Article Sentiment,0.161
2019-03-21,TIK 21D Digital Article Sentiment,0.113
2020-09-15,TIK 50D Digital Article Sentiment,1.128
2020-09-15,TIK 50D Digital Article Sentiment,1.086
2020-09-15,TIK 50D Digital Article Sentiment,1.128
2020-09-15,TIK 50D Digital Article Sentiment,1.086
2020-09-14,TIK 50D Digital Article Sentiment,1.043
2020-09-14,TIK 50D Digital Article Sentiment,1.009
2020-09-14,TIK 50D Digital Article Sentiment,1.043
2020-09-14,TIK 50D Digital Article Sentiment,1.009
2020-09-13,TIK 50D Digital Article Sentiment,0.975
2020-09-13,TIK 50D Digital Article Sentiment,0.933
2020-09-13,TIK 50D Digital Article Sentiment,0.975
2020-09-13,TIK 50D Digital Article Sentiment,0.933
2020-09-12,TIK 50D Digital Article Sentiment,0.891
2020-09-12,TIK 50D Digital Article Sentiment,0.903
2020-09-12,TIK 50D Digital Article Sentiment,0.891
2020-09-12,TIK 50D Digital Article Sentiment,0.903
2020-09-11,TIK 50D Digital Article Sentiment,0.915
2020-09-11,TIK 50D Digital Article Sentiment,0.907
2020-09-11,TIK 50D Digital Article Sentiment,0.915
2020-09-11,TIK 50D Digital Article Sentiment,0.907
2020-09-10,TIK 50D Digital Article Sentiment,0.899
2020-09-10,TIK 50D Digital Article Sentiment,0.913
2020-09-10,TIK 50D Digital Article Sentiment,0.899
2020-09-10,TIK 50D Digital Article Sentiment,0.913
2020-09-09,TIK 50D Digital Article Sentiment,0.927
2020-09-09,TIK 50D Digital Article Sentiment,0.981
2020-09-09,TIK 50D Digital Article Sentiment,0.927
2020-09-09,TIK 50D Digital Article Sentiment,0.981
2020-09-08,TIK 50D Digital Article Sentiment,1.035
2020-09-08,TIK 50D Digital Article Sentiment,1.121
2020-09-08,TIK 50D Digital Article Sentiment,1.035
2020-09-08,TIK 50D Digital Article Sentiment,1.121
2020-09-07,TIK 50D Digital Article Sentiment,1.208
2020-09-07,TIK 50D Digital Article Sentiment,1.239
2020-09-07,TIK 50D Digital Article Sentiment,1.208
2020-09-07,TIK 50D Digital Article Sentiment,1.239
2020-09-06,TIK 50D Digital Article Sentiment,1.270
2020-09-06,TIK 50D Digital Article Sentiment,1.257
2020-09-06,TIK 50D Digital Article Sentiment,1.270
2020-09-06,TIK 50D Digital Article Sentiment,1.257
2020-09-05,TIK 50D Digital Article Sentiment,1.245
2020-09-05,TIK 50D Digital Article Sentiment,1.215
2020-09-05,TIK 50D Digital Article Sentiment,1.245
2020-09-05,TIK 50D Digital Article Sentiment,1.215
2020-09-04,TIK 50D Digital Article Sentiment,1.186
2020-09-04,TIK 50D Digital Article Sentiment,1.185
2020-09-04,TIK 50D Digital Article Sentiment,1.186
2020-09-04,TIK 50D Digital Article Sentiment,1.185
2020-09-03,TIK 50D Digital Article Sentiment,1.184
2020-09-03,TIK 50D Digital Article Sentiment,1.218
2020-09-03,TIK 50D Digital Article Sentiment,1.184
2020-09-03,TIK 50D Digital Article Sentiment,1.218
2020-09-02,TIK 50D Digital Article Sentiment,1.252
2020-09-02,TIK 50D Digital Article Sentiment,1.264
2020-09-02,TIK 50D Digital Article Sentiment,1.252
2020-09-02,TIK 50D Digital Article Sentiment,1.264
2020-09-01,TIK 50D Digital Article Sentiment,1.276
2020-09-01,TIK 50D Digital Article Sentiment,1.252
2020-09-01,TIK 50D Digital Article Sentiment,1.276
2020-09-01,TIK 50D Digital Article Sentiment,1.252
2020-08-31,TIK 50D Digital Article Sentiment,1.229
2020-08-31,TIK 50D Digital Article Sentiment,1.256
2020-08-31,TIK 50D Digital Article Sentiment,1.229
2020-08-31,TIK 50D Digital Article Sentiment,1.256
2020-08-30,TIK 50D Digital Article Sentiment,1.284
2020-08-30,TIK 50D Digital Article Sentiment,1.308
2020-08-30,TIK 50D Digital Article Sentiment,1.284
2020-08-30,TIK 50D Digital Article Sentiment,1.308
2020-08-29,TIK 50D Digital Article Sentiment,1.332
2020-08-29,TIK 50D Digital Article Sentiment,1.343
2020-08-29,TIK 50D Digital Article Sentiment,1.332
2020-08-29,TIK 50D Digital Article Sentiment,1.343
2020-08-28,TIK 50D Digital Article Sentiment,1.355
2020-08-28,TIK 50D Digital Article Sentiment,1.404
2020-08-28,TIK 50D Digital Article Sentiment,1.355
2020-08-28,TIK 50D Digital Article Sentiment,1.404
2020-08-27,TIK 50D Digital Article Sentiment,1.454
2020-08-27,TIK 50D Digital Article Sentiment,1.471
2020-08-27,TIK 50D Digital Article Sentiment,1.454
2020-08-27,TIK 50D Digital Article Sentiment,1.471
2020-08-26,TIK 50D Digital Article Sentiment,1.488
2020-08-26,TIK 50D Digital Article Sentiment,1.504
2020-08-26,TIK 50D Digital Article Sentiment,1.488
2020-08-26,TIK 50D Digital Article Sentiment,1.504
2020-08-25,TIK 50D Digital Article Sentiment,1.520
2020-08-25,TIK 50D Digital Article Sentiment,1.524
2020-08-25,TIK 50D Digital Article Sentiment,1.520
2020-08-25,TIK 50D Digital Article Sentiment,1.524
2020-08-24,TIK 50D Digital Article Sentiment,1.529
2020-08-24,TIK 50D Digital Article Sentiment,1.536
2020-08-24,TIK 50D Digital Article Sentiment,1.529
2020-08-24,TIK 50D Digital Article Sentiment,1.536
2020-08-23,TIK 50D Digital Article Sentiment,1.542
2020-08-23,TIK 50D Digital Article Sentiment,1.532
2020-08-23,TIK 50D Digital Article Sentiment,1.542
2020-08-23,TIK 50D Digital Article Sentiment,1.532
2020-08-22,TIK 50D Digital Article Sentiment,1.523
2020-08-22,TIK 50D Digital Article Sentiment,1.495
2020-08-22,TIK 50D Digital Article Sentiment,1.523
2020-08-22,TIK 50D Digital Article Sentiment,1.495
2020-08-21,TIK 50D Digital Article Sentiment,1.467
2020-08-21,TIK 50D Digital Article Sentiment,1.452
2020-08-21,TIK 50D Digital Article Sentiment,1.467
2020-08-21,TIK 50D Digital Article Sentiment,1.452
2020-08-20,TIK 50D Digital Article Sentiment,1.437
2020-08-20,TIK 50D Digital Article Sentiment,1.452
2020-08-20,TIK 50D Digital Article Sentiment,1.437
2020-08-20,TIK 50D Digital Article Sentiment,1.452
2020-08-19,TIK 50D Digital Article Sentiment,1.468
2020-08-19,TIK 50D Digital Article Sentiment,1.456
2020-08-19,TIK 50D Digital Article Sentiment,1.468
2020-08-19,TIK 50D Digital Article Sentiment,1.456
2020-08-18,TIK 50D Digital Article Sentiment,1.444
2020-08-18,TIK 50D Digital Article Sentiment,1.431
2020-08-18,TIK 50D Digital Article Sentiment,1.444
2020-08-18,TIK 50D Digital Article Sentiment,1.431
2020-08-17,TIK 50D Digital Article Sentiment,1.417
2020-08-17,TIK 50D Digital Article Sentiment,1.392
2020-08-17,TIK 50D Digital Article Sentiment,1.417
2020-08-17,TIK 50D Digital Article Sentiment,1.392
2020-08-16,TIK 50D Digital Article Sentiment,1.366
2020-08-16,TIK 50D Digital Article Sentiment,1.330
2020-08-16,TIK 50D Digital Article Sentiment,1.366
2020-08-16,TIK 50D Digital Article Sentiment,1.330
2020-08-15,TIK 50D Digital Article Sentiment,1.293
2020-08-15,TIK 50D Digital Article Sentiment,1.212
2020-08-15,TIK 50D Digital Article Sentiment,1.293
2020-08-15,TIK 50D Digital Article Sentiment,1.212
2020-08-14,TIK 50D Digital Article Sentiment,1.131
2020-08-14,TIK 50D Digital Article Sentiment,1.070
2020-08-14,TIK 50D Digital Article Sentiment,1.131
2020-08-14,TIK 50D Digital Article Sentiment,1.070
2020-08-13,TIK 50D Digital Article Sentiment,1.009
2020-08-13,TIK 50D Digital Article Sentiment,0.973
2020-08-13,TIK 50D Digital Article Sentiment,1.009
2020-08-13,TIK 50D Digital Article Sentiment,0.973
2020-08-12,TIK 50D Digital Article Sentiment,0.938
2020-08-12,TIK 50D Digital Article Sentiment,0.888
2020-08-12,TIK 50D Digital Article Sentiment,0.938
2020-08-12,TIK 50D Digital Article Sentiment,0.888
2020-08-11,TIK 50D Digital Article Sentiment,0.878
2020-08-11,TIK 50D Digital Article Sentiment,0.875
2020-08-11,TIK 50D Digital Article Sentiment,0.878
2020-08-11,TIK 50D Digital Article Sentiment,0.875
2020-08-10,TIK 50D Digital Article Sentiment,0.890
2020-08-10,TIK 50D Digital Article Sentiment,0.845
2020-08-10,TIK 50D Digital Article Sentiment,0.890
2020-08-10,TIK 50D Digital Article Sentiment,0.845
2020-08-09,TIK 50D Digital Article Sentiment,0.835
2020-08-09,TIK 50D Digital Article Sentiment,0.831
2020-08-09,TIK 50D Digital Article Sentiment,0.835
2020-08-09,TIK 50D Digital Article Sentiment,0.831
2020-08-08,TIK 50D Digital Article Sentiment,0.800
2020-08-08,TIK 50D Digital Article Sentiment,0.753
2020-08-08,TIK 50D Digital Article Sentiment,0.800
2020-08-08,TIK 50D Digital Article Sentiment,0.753
2020-08-07,TIK 50D Digital Article Sentiment,0.734
2020-08-07,TIK 50D Digital Article Sentiment,0.734
2020-08-07,TIK 50D Digital Article Sentiment,0.734
2020-08-07,TIK 50D Digital Article Sentiment,0.734
2020-08-06,TIK 50D Digital Article Sentiment,0.718
2020-08-06,TIK 50D Digital Article Sentiment,0.677
2020-08-06,TIK 50D Digital Article Sentiment,0.718
2020-08-06,TIK 50D Digital Article Sentiment,0.677
2020-08-05,TIK 50D Digital Article Sentiment,0.667
2020-08-05,TIK 50D Digital Article Sentiment,0.646
2020-08-05,TIK 50D Digital Article Sentiment,0.667
2020-08-05,TIK 50D Digital Article Sentiment,0.646
2020-08-04,TIK 50D Digital Article Sentiment,0.603
2020-08-04,TIK 50D Digital Article Sentiment,0.573
2020-08-04,TIK 50D Digital Article Sentiment,0.603
2020-08-04,TIK 50D Digital Article Sentiment,0.573
2020-08-03,TIK 50D Digital Article Sentiment,0.561
2020-08-03,TIK 50D Digital Article Sentiment,0.518
2020-08-03,TIK 50D Digital Article Sentiment,0.561
2020-08-03,TIK 50D Digital Article Sentiment,0.518
2020-08-02,TIK 50D Digital Article Sentiment,0.466
2020-08-02,TIK 50D Digital Article Sentiment,0.428
2020-08-02,TIK 50D Digital Article Sentiment,0.466
2020-08-02,TIK 50D Digital Article Sentiment,0.428
2020-08-01,TIK 50D Digital Article Sentiment,0.382
2020-08-01,TIK 50D Digital Article Sentiment,0.360
2020-08-01,TIK 50D Digital Article Sentiment,0.382
2020-08-01,TIK 50D Digital Article Sentiment,0.360
2020-07-31,TIK 50D Digital Article Sentiment,0.289
2020-07-31,TIK 50D Digital Article Sentiment,0.256
2020-07-31,TIK 50D Digital Article Sentiment,0.289
2020-07-31,TIK 50D Digital Article Sentiment,0.256
2020-07-30,TIK 50D Digital Article Sentiment,0.253
2020-07-30,TIK 50D Digital Article Sentiment,0.238
2020-07-30,TIK 50D Digital Article Sentiment,0.253
2020-07-30,TIK 50D Digital Article Sentiment,0.238
2020-07-29,TIK 50D Digital Article Sentiment,0.244
2020-07-29,TIK 50D Digital Article Sentiment,0.267
2020-07-29,TIK 50D Digital Article Sentiment,0.244
2020-07-29,TIK 50D Digital Article Sentiment,0.267
2020-07-28,TIK 50D Digital Article Sentiment,0.285
2020-07-28,TIK 50D Digital Article Sentiment,0.323
2020-07-28,TIK 50D Digital Article Sentiment,0.285
2020-07-28,TIK 50D Digital Article Sentiment,0.323
2020-07-27,TIK 50D Digital Article Sentiment,0.308
2020-07-27,TIK 50D Digital Article Sentiment,0.336
2020-07-27,TIK 50D Digital Article Sentiment,0.308
2020-07-27,TIK 50D Digital Article Sentiment,0.336
2020-07-26,TIK 50D Digital Article Sentiment,0.327
2020-07-26,TIK 50D Digital Article Sentiment,0.343
2020-07-26,TIK 50D Digital Article Sentiment,0.327
2020-07-26,TIK 50D Digital Article Sentiment,0.343
2020-07-25,TIK 50D Digital Article Sentiment,0.354
2020-07-25,TIK 50D Digital Article Sentiment,0.361
2020-07-25,TIK 50D Digital Article Sentiment,0.354
2020-07-25,TIK 50D Digital Article Sentiment,0.361
2020-07-24,TIK 50D Digital Article Sentiment,0.370
2020-07-24,TIK 50D Digital Article Sentiment,0.391
2020-07-24,TIK 50D Digital Article Sentiment,0.370
2020-07-24,TIK 50D Digital Article Sentiment,0.391
2020-07-23,TIK 50D Digital Article Sentiment,0.401
2020-07-23,TIK 50D Digital Article Sentiment,0.420
2020-07-23,TIK 50D Digital Article Sentiment,0.401
2020-07-23,TIK 50D Digital Article Sentiment,0.420
2020-07-22,TIK 50D Digital Article Sentiment,0.427
2020-07-22,TIK 50D Digital Article Sentiment,0.416
2020-07-22,TIK 50D Digital Article Sentiment,0.427
2020-07-22,TIK 50D Digital Article Sentiment,0.416
2020-07-21,TIK 50D Digital Article Sentiment,0.408
2020-07-21,TIK 50D Digital Article Sentiment,0.466
2020-07-21,TIK 50D Digital Article Sentiment,0.408
2020-07-21,TIK 50D Digital Article Sentiment,0.466
2020-07-20,TIK 50D Digital Article Sentiment,0.483
2020-07-20,TIK 50D Digital Article Sentiment,0.497
2020-07-20,TIK 50D Digital Article Sentiment,0.483
2020-07-20,TIK 50D Digital Article Sentiment,0.497
2020-07-19,TIK 50D Digital Article Sentiment,0.527
2020-07-19,TIK 50D Digital Article Sentiment,0.537
2020-07-19,TIK 50D Digital Article Sentiment,0.527
2020-07-19,TIK 50D Digital Article Sentiment,0.537
2020-07-18,TIK 50D Digital Article Sentiment,0.560
2020-07-17,TIK 50D Digital Article Sentiment,0.635
2020-07-16,TIK 50D Digital Article Sentiment,0.663
2020-07-15,TIK 50D Digital Article Sentiment,0.696
2020-07-14,TIK 50D Digital Article Sentiment,0.649
2020-07-13,TIK 50D Digital Article Sentiment,0.716
2020-07-12,TIK 50D Digital Article Sentiment,0.760
2020-07-11,TIK 50D Digital Article Sentiment,0.740
2020-07-10,TIK 50D Digital Article Sentiment,0.720
2020-07-09,TIK 50D Digital Article Sentiment,0.773
2020-07-08,TIK 50D Digital Article Sentiment,0.798
2020-07-07,TIK 50D Digital Article Sentiment,0.840
2020-07-06,TIK 50D Digital Article Sentiment,0.880
2020-07-05,TIK 50D Digital Article Sentiment,0.939
2020-07-04,TIK 50D Digital Article Sentiment,0.970
2020-07-03,TIK 50D Digital Article Sentiment,0.965
2020-07-02,TIK 50D Digital Article Sentiment,1.016
2020-07-01,TIK 50D Digital Article Sentiment,1.051
2020-06-30,TIK 50D Digital Article Sentiment,1.087
2020-06-29,TIK 50D Digital Article Sentiment,1.141
2020-06-28,TIK 50D Digital Article Sentiment,1.230
2020-06-27,TIK 50D Digital Article Sentiment,1.285
2020-06-26,TIK 50D Digital Article Sentiment,1.319
2020-06-25,TIK 50D Digital Article Sentiment,1.333
2020-06-24,TIK 50D Digital Article Sentiment,1.407
2020-06-23,TIK 50D Digital Article Sentiment,1.443
2020-06-22,TIK 50D Digital Article Sentiment,1.409
2020-06-21,TIK 50D Digital Article Sentiment,1.435
2020-06-20,TIK 50D Digital Article Sentiment,1.449
2020-06-19,TIK 50D Digital Article Sentiment,1.445
2020-06-18,TIK 50D Digital Article Sentiment,1.449
2020-06-17,TIK 50D Digital Article Sentiment,1.491
2020-06-16,TIK 50D Digital Article Sentiment,1.560
2020-06-15,TIK 50D Digital Article Sentiment,1.565
2020-06-13,TIK 50D Digital Article Sentiment,1.627
2020-06-12,TIK 50D Digital Article Sentiment,1.636
2020-06-11,TIK 50D Digital Article Sentiment,1.641
2020-06-10,TIK 50D Digital Article Sentiment,1.639
2020-06-09,TIK 50D Digital Article Sentiment,1.642
2020-06-08,TIK 50D Digital Article Sentiment,1.629
2020-06-07,TIK 50D Digital Article Sentiment,1.628
2020-06-06,TIK 50D Digital Article Sentiment,1.656
2020-06-05,TIK 50D Digital Article Sentiment,1.680
2020-06-04,TIK 50D Digital Article Sentiment,1.713
2020-06-03,TIK 50D Digital Article Sentiment,1.754
2020-06-02,TIK 50D Digital Article Sentiment,1.754
2020-06-01,TIK 50D Digital Article Sentiment,1.798
2020-05-31,TIK 50D Digital Article Sentiment,1.838
2020-05-30,TIK 50D Digital Article Sentiment,1.862
2020-05-29,TIK 50D Digital Article Sentiment,1.886
2020-05-28,TIK 50D Digital Article Sentiment,1.938
2020-05-27,TIK 50D Digital Article Sentiment,1.905
2020-05-26,TIK 50D Digital Article Sentiment,1.883
2020-05-25,TIK 50D Digital Article Sentiment,1.870
2020-05-24,TIK 50D Digital Article Sentiment,1.906
2020-05-23,TIK 50D Digital Article Sentiment,1.894
2020-05-22,TIK 50D Digital Article Sentiment,1.886
2020-05-21,TIK 50D Digital Article Sentiment,1.891
2020-05-20,TIK 50D Digital Article Sentiment,1.922
2020-05-19,TIK 50D Digital Article Sentiment,1.901
2020-05-18,TIK 50D Digital Article Sentiment,1.898
